iter	Logloss
237	0.4239100252
238	0.4235935394
239	0.4231929596
240	0.4229866003
241	0.4227766823
242	0.4225895793
243	0.4224413302
244	0.4222007483
245	0.4218934275
246	0.4217819848
247	0.4215555404
248	0.4210727679
249	0.4208417411
250	0.4205871192
251	0.4202396283
252	0.4200560353
253	0.419819841
254	0.4193766536
255	0.4191080404
256	0.4187990621
257	0.4184776038
258	0.4181801305
259	0.4179479824
260	0.4176990643
261	0.4176714717
262	0.4175734352
263	0.4171909905
264	0.4169212073
265	0.416694568
266	0.4165423213
267	0.4163873935
268	0.4160141625
269	0.4156449291
270	0.415331222
271	0.4151302252
272	0.4149091922
273	0.4148716546
274	0.4146204939
275	0.414249018
276	0.4140105324
277	0.4137551792
278	0.4134057383
279	0.4132222428
280	0.4128539844
281	0.4125176573
282	0.4123114443
283	0.4122255465
284	0.4120740799
285	0.4119116445
286	0.4116082237
287	0.4113702256
288	0.4111908251
289	0.410839093
290	0.4106683213
291	0.4104234007
292	0.4100923873
293	0.4099219569
294	0.4096325762
295	0.4092856215
296	0.4091070498
297	0.4088922568
298	0.4086651787
299	0.4083889849
300	0.40820527
301	0.4079471868
302	0.4077735389
303	0.4076188304
304	0.4073469022
305	0.4071004459
306	0.4070076988
307	0.406592104
308	0.4062522425
309	0.4062238699
310	0.4060831771
311	0.4057735163
312	0.4053661602
313	0.4053354964
314	0.4050093337
315	0.4049058859
316	0.4046819522
317	0.4045049893
318	0.4041615447
319	0.4041478459
320	0.4039591585
321	0.4037529699
322	0.4032354142
323	0.403043168
324	0.4027786011
325	0.4024738153
326	0.4021832158
327	0.4020549543
328	0.4019127989
329	0.4017272072
330	0.4014979353
331	0.4013721844
332	0.4011604382
333	0.4009675096
334	0.4006273069
335	0.4005519879
336	0.4003361224
337	0.4001599394
338	0.4000766986
339	0.3997366421
340	0.3995314528
341	0.3993246548
342	0.3991874232
343	0.3988647705
344	0.3987414083
345	0.3985588878
346	0.3984212662
347	0.3982406714
348	0.3980271702
349	0.3978931074
350	0.3975598028
351	0.3974414618
352	0.3973717004
353	0.3973237059
354	0.3967477232
355	0.3965621802
356	0.3961888761
357	0.3961162872
358	0.3959030785
359	0.3956707354
360	0.3955365263
361	0.3954149679
362	0.3952662313
363	0.3951043565
364	0.3948974609
365	0.3948025688
366	0.3946133208
367	0.3944180035
368	0.3941109995
369	0.3939090765
370	0.3936342477
371	0.3933261469
372	0.3932174585
373	0.3929564991
374	0.3927377817
375	0.3925980638
376	0.3925885088
377	0.3924034533
378	0.3922347779
379	0.3920844812
380	0.3919194621
381	0.3918048505
382	0.3916020988
383	0.3913159355
384	0.3912211409
385	0.3911333663
386	0.390814443
387	0.3906811845
388	0.3904551302
389	0.3902391184
390	0.3900782917
391	0.3899269957
392	0.3895967136
393	0.3895487679
394	0.3893188867
395	0.389177755
396	0.3889722976
397	0.3887943597
398	0.3885835154
399	0.388573546
400	0.3882915997
401	0.3881300661
402	0.3877992478
403	0.3875897929
404	0.3874032018
405	0.3873668829
406	0.3872422288
407	0.3871254723
408	0.3869667419
409	0.3867283781
410	0.3864527693
411	0.3863243615
412	0.3859994907
413	0.3859706062
414	0.3856608235
415	0.3853409252
416	0.3850314594
417	0.3849178716
418	0.3846393134
419	0.3845125144
420	0.3842132617
421	0.3840075606
422	0.3837433349
423	0.38352998
424	0.383499633
425	0.3834820586
426	0.3833668377
427	0.3832802574
428	0.3831135808
429	0.3829612854
430	0.382909269
431	0.3827969487
432	0.38258413
433	0.3824657404
434	0.3822960899
435	0.3820539481
436	0.3819973979
437	0.3818442494
438	0.3815678362
439	0.3814053276
440	0.3811262819
441	0.3809893428
442	0.3807245322
443	0.3805878368
444	0.3802333746
445	0.3800490504
446	0.3799459927
447	0.3798189986
448	0.3797111633
449	0.3796499332
450	0.379497394
451	0.3794920071
452	0.379298786
453	0.3791435412
454	0.3788416561
455	0.3787363558
456	0.3786511162
457	0.3783677805
458	0.3782865872
459	0.3780488816
460	0.3778411573
461	0.3776632681
462	0.3775793691
463	0.3773118284
464	0.3771235067
465	0.3770113083
466	0.3768931623
467	0.3765922035
468	0.3765374814
469	0.376250587
470	0.3760477864
471	0.3759218161
472	0.375860781
473	0.3757152375
474	0.3755831977
475	0.3753463453
476	0.3751987543
477	0.3751863961
478	0.3750061669
479	0.3747769682
480	0.3744906587
481	0.374173856
482	0.3738400395
483	0.373743563
484	0.3735708413
485	0.3733155613
486	0.3732520643
487	0.3730513113
488	0.3728988452
489	0.3727858181
490	0.372539825
491	0.3724261397
492	0.3721173807
493	0.3721053882
494	0.3718539594
495	0.3717259172
496	0.3715578024
497	0.3714267621
498	0.3711839377
499	0.3710788325
500	0.3709770422
501	0.370759251
502	0.37061478
503	0.3705315148
504	0.3702861554
505	0.3700906431
506	0.3696997889
507	0.3695061534
508	0.3693265824
509	0.3691651463
510	0.3689890609
511	0.3689825771
512	0.3686913195
513	0.3685783654
514	0.3683361261
515	0.3681806375
516	0.3680108896
517	0.3678956199
518	0.3677415695
519	0.3676497974
520	0.3675345521
521	0.3673909343
522	0.367122248
523	0.366987137
524	0.3667553545
525	0.3666537836
526	0.3664233174
527	0.3662165438
528	0.3662067937
529	0.3659346218
530	0.365786592
531	0.3655899097
532	0.3655035488
533	0.3651508417
534	0.3650111969
535	0.3648404009
536	0.3646795011
537	0.3645251094
538	0.3644381392
539	0.3643664278
540	0.3640565476
541	0.3639386211
542	0.3638156489
543	0.3634952874
544	0.363457238
545	0.3632801775
546	0.3631421903
547	0.3630388644
548	0.3628499089
549	0.3627329817
550	0.3626113014
551	0.3625227956
552	0.3623482457
553	0.3621730622
554	0.3619690916
555	0.3617620986
556	0.3615844532
557	0.3614561672
558	0.3613886239
559	0.3612046897
560	0.361026118
561	0.3608215868
562	0.3606923502
563	0.3605321086
564	0.3603831526
565	0.3602027771
566	0.3601139544
567	0.3599825728
568	0.3598462675
569	0.3597223203
570	0.3595938149
571	0.3594462727
572	0.3592480547
573	0.3591604263
574	0.3589511177
575	0.358683187
576	0.3585551204
577	0.3583723318
578	0.3581750888
579	0.3580156028
580	0.3578240635
581	0.3576619206
582	0.3574505157
583	0.3572588058
584	0.3572535408
585	0.3571281799
586	0.3568382385
587	0.3568127909
588	0.3566625187
589	0.3564600107
590	0.3563773061
591	0.3561644874
592	0.3559909857
593	0.3558978486
594	0.3557893064
595	0.3555600346
596	0.3554397924
597	0.3553535778
598	0.3550197126
599	0.3547692832
600	0.3544153329
601	0.3541412597
602	0.3539741199
603	0.3536967317
604	0.3536348678
605	0.3535277394
606	0.3533013682
607	0.35329096
608	0.3531169465
609	0.3528805571
610	0.3528168163
611	0.3527107604
612	0.3525324812
613	0.3523886927
614	0.3521439184
615	0.3521183002
616	0.3519424097
617	0.3518930746
618	0.351556065
619	0.3513048556
620	0.3512012128
621	0.3510696119
622	0.3509776448
623	0.3507568798
624	0.3506420976
625	0.3503488656
626	0.3502233341
627	0.3500339398
628	0.3498144424
629	0.349737466
630	0.3496571014
631	0.3494737034
632	0.3491864189
633	0.3489912478
634	0.3489492983
635	0.348728509
636	0.3485602723
637	0.3482720128
638	0.3481251043
639	0.348037281
640	0.3477865103
641	0.3476958107
642	0.3476300224
643	0.3475564585
644	0.3474483307
645	0.3474309025
646	0.3472296133
647	0.3470844598
648	0.3468913605
649	0.3466707419
650	0.346473767
651	0.3463928661
652	0.3461326136
653	0.3459538713
654	0.3458231478
655	0.3457488039
656	0.3456809437
657	0.3455162901
658	0.3454654681
659	0.3453430078
660	0.3451756486
661	0.3449959557
662	0.3448182859
663	0.3446887812
664	0.3445529633
665	0.3442329187
666	0.3440767721
667	0.3439682787
668	0.3438676828
669	0.3437399331
670	0.343543397
671	0.3434263723
672	0.3432897013
673	0.3430033187
674	0.3427900613
675	0.3425213262
676	0.3424387191
677	0.3424299441
678	0.3423121882
679	0.3421707885
680	0.3420247331
681	0.3419181897
682	0.3416050433
683	0.3414942099
684	0.341407654
685	0.3411409177
686	0.3410649163
687	0.340920689
688	0.3408297944
689	0.3407877962
690	0.3406876147
691	0.3404824741
692	0.3403510925
693	0.3400418949
694	0.3398435794
695	0.339654307
696	0.339564753
697	0.3394520427
698	0.3392467803
699	0.3391006031
700	0.3389916466
701	0.3389080889
702	0.3388043242
703	0.3386725039
704	0.338444597
705	0.3382983467
706	0.3381480988
707	0.3380457966
708	0.3379518795
709	0.3377570009
710	0.3376294462
711	0.3374764927
712	0.3373179085
713	0.3370641154
714	0.3368399379
715	0.3367557221
716	0.336656735
717	0.3364106443
718	0.3362486964
719	0.3361549256
720	0.3358910411
721	0.3358186228
722	0.3357820359
723	0.3356531405
724	0.3355405034
725	0.3353518648
726	0.3352490751
727	0.3350513202
728	0.3349847763
729	0.3349088724
730	0.3347197706
731	0.3345484139
732	0.3343602872
733	0.3343049802
734	0.3341076641
735	0.3339337236
736	0.3337444269
737	0.3335824546
738	0.3333651997
739	0.3331248128
740	0.3329826574
741	0.3327376393
742	0.3326790417
743	0.3325617001
744	0.3324437979
745	0.332326432
746	0.3323132207
747	0.3321604866
748	0.3320643513
749	0.3318990153
750	0.3317279267
751	0.3315675876
752	0.3313980346
753	0.3311899203
754	0.3311133095
755	0.3308816246
756	0.3307852943
757	0.3307124616
758	0.3305664063
759	0.3303929046
760	0.3303605588
761	0.3301299708
762	0.3298265256
763	0.3296188501
764	0.3294898085
765	0.3293865314
766	0.3292239741
767	0.3291535058
768	0.3288545944
769	0.3286241038
770	0.3285036422
771	0.3282145052
772	0.3281341163
773	0.3280002484
774	0.327926782
775	0.3278866606
776	0.3277884291
777	0.3277050664
778	0.3275925511
779	0.3274068375
780	0.3273235479
781	0.3272017701
782	0.3271555306
783	0.3270032353
784	0.3269694758
785	0.3268464061
786	0.3267736465
787	0.3267440552
788	0.3265885423
789	0.3264786352
790	0.3261916919
791	0.3259917677
792	0.3258992156
793	0.3257405339
794	0.3256657512
795	0.3254402819
796	0.3251792737
797	0.3251400055
798	0.3250040658
799	0.3247837883
800	0.3246280073
801	0.324505937
802	0.3244794169
803	0.324427303
804	0.3243208815
805	0.3242542888
806	0.3241036753
807	0.3239519893
808	0.3239096255
809	0.3235764184
810	0.3234441349
811	0.3232915226
812	0.3230396064
813	0.3229717706
814	0.3229084441
815	0.3226839498
816	0.322546767
817	0.3222876844
818	0.3219797543
819	0.3218361852
820	0.3217438037
821	0.3215579682
822	0.3214965918
823	0.3212974719
824	0.3210605219
825	0.3209296278
826	0.3207890812
827	0.3206632571
828	0.3205961039
829	0.3205592488
830	0.3204621873
831	0.3202500511
832	0.3200248255
833	0.3198755526
834	0.3197613311
835	0.3195698406
836	0.3193946814
837	0.3193263337
838	0.3192947436
839	0.3192534523
840	0.3191697971
841	0.3190138698
842	0.3189454978
843	0.3189018664
844	0.3188651332
845	0.3186738133
846	0.3185276604
847	0.3184605803
848	0.3184247002
849	0.3182854698
850	0.3181716626
851	0.3180174904
852	0.3178748719
853	0.3176929608
854	0.3175380816
855	0.3173171461
856	0.3170128722
857	0.3169064263
858	0.3168766643
859	0.316803856
860	0.3167346308
861	0.3165018977
862	0.3163821431
863	0.3162206339
864	0.3161722007
865	0.3160350665
866	0.3159447813
867	0.3157791284
868	0.3156899157
869	0.3155796916
870	0.3154550863
871	0.3151096429
872	0.3150403203
873	0.3149834776
874	0.3149598582
875	0.3147756071
876	0.3145766091
877	0.3144167087
878	0.314145658
879	0.3140384321
880	0.3138748023
881	0.3138027496
882	0.313773792
883	0.3136634705
884	0.3134853619
885	0.3134683725
886	0.3134425837
887	0.3132052924
888	0.3129763618
889	0.3129172523
890	0.3128080764
891	0.312694513
892	0.3125693471
893	0.3124366736
894	0.3123001732
895	0.3121972861
896	0.3119266985
897	0.3117435199
898	0.3115839852
899	0.3114856562
900	0.3113471814
901	0.3111835029
902	0.311035985
903	0.3109928168
904	0.3108830071
905	0.3107372442
906	0.3106419377
907	0.3105158699
908	0.3104930061
909	0.310367962
910	0.3101966541
911	0.310173839
912	0.3101005189
913	0.3100762413
914	0.3099488572
915	0.3099235559
916	0.309750493
917	0.3096890678
918	0.3094188946
919	0.3092256004
920	0.3090471749
921	0.3088608519
922	0.3087405854
923	0.3086694589
924	0.3086385026
925	0.3085103142
926	0.3083544356
927	0.3082775567
928	0.3080877237
929	0.3079971947
930	0.3078487993
931	0.3077073752
932	0.307575433
933	0.307533386
934	0.3074743496
935	0.307233524
936	0.3071044337
937	0.3070433254
938	0.3069009507
939	0.3068767219
940	0.3068143217
941	0.3067735666
942	0.3067209165
943	0.3065354466
944	0.3063674293
945	0.3063020066
946	0.3062340246
947	0.3061006442
948	0.3060408035
949	0.3059693358
950	0.3057945178
951	0.3056397849
952	0.3055603466
953	0.3054194344
954	0.3052720871
955	0.305027849
956	0.3049948452
957	0.3048651942
958	0.3045330352
959	0.3043929517
960	0.3042661039
961	0.3041247773
962	0.3041043023
963	0.3039606356
964	0.3037952265
965	0.3036744237
966	0.3034382293
967	0.303323374
968	0.303180853
969	0.3030047919
970	0.302836604
971	0.3027635763
972	0.3025795446
973	0.3024181573
974	0.3023954154
975	0.302302912
976	0.3021109097
977	0.3020860471
978	0.3020492895
979	0.3020012706
980	0.3018131926
981	0.3016725973
982	0.3015923058
983	0.3015737564
984	0.3013568427
985	0.3013410721
986	0.3011744685
987	0.3010433794
988	0.3010236356
989	0.3007712075
990	0.3007083686
991	0.3006325134
992	0.3004863605
993	0.3002596237
994	0.300093142
995	0.300009438
996	0.2998452964
997	0.2996986072
998	0.2996165608
999	0.2993887514
